Frequency,S11,S21
0.1647294729472947,(0.1744149625-0.04504803568j),(0.1744149625-0.04504803568j)
0.16652865286528654,(0.1275331229-0.1139270812j),(0.1275331229-0.1139270812j)
0.16832783278327831,(0.05400467291-0.1466232687j),(0.05400467291-0.1466232687j)
0.1701270127012701,(-0.02329834737-0.1353102326j),(-0.02329834737-0.1353102326j)
0.17192619261926192,(-0.07921599597-0.08596505225j),(-0.07921599597-0.08596505225j)
0.1737253725372537,(-0.09711731225-0.01696483046j),(-0.09711731225-0.01696483046j)
0.17552455245524554,(-0.0740160495+0.0461730659j),(-0.0740160495+0.0461730659j)
0.1773237323732373,(-0.02139676549+0.0828134343j),(-0.02139676549+0.0828134343j)
0.1791229122912291,(0.04019005224+0.08098074794j),(0.04019005224+0.08098074794j)
0.18092209220922092,(0.08704659343+0.04394877329j),(0.08704659343+0.04394877329j)
0.1827212721272127,(0.1027645692-0.01276224945j),(0.1027645692-0.01276224945j)
0.1845204520452045,(0.08123739064-0.06758911908j),(0.08123739064-0.06758911908j)
0.1863196319631963,(0.03169925883-0.09997476637j),(0.03169925883-0.09997476637j)
0.1881188118811881,(-0.02872033976-0.09833937883j),(-0.02872033976-0.09833937883j)
0.18991799179917992,(-0.07848792523-0.06224805862j),(-0.07848792523-0.06224805862j)
0.1917171717171717,(-0.1003486216-0.004149395041j),(-0.1003486216-0.004149395041j)
0.1935163516351635,(-0.08680389822+0.05777934566j),(-0.08680389822+0.05777934566j)
0.1953155315531553,(-0.0420213379+0.1018613279j),(-0.0420213379+0.1018613279j)
0.1971147114711471,(0.01853144355+0.114830561j),(0.01853144355+0.114830561j)
0.1989138913891389,(0.0756002292+0.09315688163j),(0.0756002292+0.09315688163j)
0.2007130713071307,(0.1106560752+0.04591630027j),(0.1106560752+0.04591630027j)
0.2025122512251225,(0.1136952117-0.01064136624j),(0.1136952117-0.01064136624j)
0.20431143114311429,(0.08576135337-0.05677386746j),(0.08576135337-0.05677386746j)
0.2061106110611061,(0.0383335501-0.07750688493j),(0.0383335501-0.07750688493j)
0.2079097909790979,(-0.009144167416-0.06689880043j),(-0.009144167416-0.06689880043j)
0.2097089708970897,(-0.03972954676-0.03077261709j),(-0.03972954676-0.03077261709j)
0.2115081508150815,(-0.04096158594+0.01555006858j),(-0.04096158594+0.01555006858j)
0.21330733073307329,(-0.01269984432+0.05299428478j),(-0.01269984432+0.05299428478j)
0.2151065106510651,(0.03379176185+0.06548353285j),(0.03379176185+0.06548353285j)
0.2169056905690569,(0.08076810837+0.04690190032j),(0.08076810837+0.04690190032j)
0.21870487048704867,(0.110909164+0.0003838101402j),(0.110909164+0.0003838101402j)
0.2205040504050405,(0.1094455048-0.05963948369j),(0.1094455048-0.05963948369j)
0.22230323032303229,(0.07177384943-0.1128993854j),(0.07177384943-0.1128993854j)
0.22410241024102406,(0.006952797063-0.1403492689j),(0.006952797063-0.1403492689j)
0.2259015901590159,(-0.06707625836-0.1285049766j),(-0.06707625836-0.1285049766j)
0.22770077007700767,(-0.1262877136-0.0776995793j),(-0.1262877136-0.0776995793j)
0.2294999499949995,(-0.1525106877-0.0002091499482j),(-0.1525106877-0.0002091499482j)
0.23129912991299129,(-0.1353466958+0.08115339279j),(-0.1353466958+0.08115339279j)
0.23309830983098306,(-0.08270784467+0.1471318752j),(-0.08270784467+0.1471318752j)
0.2348974897489749,(-0.003194019664+0.1704239547j),(-0.003194019664+0.1704239547j)
0.23669666966696667,(0.0763694942+0.1508563608j),(0.0763694942+0.1508563608j)
0.23849584958495848,(0.1328698844+0.0954022184j),(0.1328698844+0.0954022184j)
0.24029502950295029,(0.1512587816+0.02144198865j),(0.1512587816+0.02144198865j)
0.24209420942094206,(0.1280377954-0.04671751708j),(0.1280377954-0.04671751708j)
0.2438933893389339,(0.07321797311-0.0874748826j),(0.07321797311-0.0874748826j)
0.24569256925692567,(0.008001982234-0.08855487406j),(0.008001982234-0.08855487406j)
0.24749174917491748,(-0.04313665256-0.0510385856j),(-0.04313665256-0.0510385856j)
0.24929092909290929,(-0.06142607331+0.009204198606j),(-0.06142607331+0.009204198606j)
0.25109010901090106,(-0.0381905809+0.06907425821j),(-0.0381905809+0.06907425821j)
0.2528892889288929,(0.01830615103+0.1047917753j),(0.01830615103+0.1047917753j)
0.2546884688468847,(0.08828277141+0.1008891314j),(0.08828277141+0.1008891314j)
0.2564876487648765,(0.1472187191+0.05589483306j),(0.1472187191+0.05589483306j)
0.2582868286828683,(0.1741912067-0.01689997315j),(0.1741912067-0.01689997315j)
0.26008600860086006,(0.1577505171-0.09707546234j),(0.1577505171-0.09707546234j)
0.2618851885188519,(0.1008476093-0.1588023007j),(0.1008476093-0.1588023007j)
0.2636843684368437,(0.01794782653-0.1837920845j),(0.01794782653-0.1837920845j)
0.2654835483548355,(-0.06684213877-0.1636768579j),(-0.06684213877-0.1636768579j)
0.2672827282728273,(-0.1297485381-0.1025246605j),(-0.1297485381-0.1025246605j)
0.269081908190819,(-0.1523763388-0.01892432757j),(-0.1523763388-0.01892432757j)
0.2708810881088109,(-0.1290275604+0.06172673404j),(-0.1290275604+0.06172673404j)
0.2726802680268027,(-0.06916105747+0.1162286848j),(-0.06916105747+0.1162286848j)
0.27447944794479445,(0.007007943001+0.1298024952j),(0.007007943001+0.1298024952j)
0.2762786278627863,(0.07480250299+0.1008399427j),(0.07480250299+0.1008399427j)
0.27807780778077806,(0.1121049896+0.041852694j),(0.1121049896+0.041852694j)
0.27987698769876984,(0.1090621427-0.02493928j),(0.1090621427-0.02493928j)
0.2816761676167617,(0.06894149631-0.07518375665j),(0.06894149631-0.07518375665j)
0.28347534753475345,(0.007627147716-0.0913862139j),(0.007627147716-0.0913862139j)
0.2852745274527453,(-0.05187097564-0.06783334911j),(-0.05187097564-0.06783334911j)
0.28707370737073706,(-0.08672869205-0.01273058355j),(-0.08672869205-0.01273058355j)
0.28887288728872884,(-0.08308858424+0.05375030264j),(-0.08308858424+0.05375030264j)
0.2906720672067207,(-0.04177555814+0.1086782888j),(-0.04177555814+0.1086782888j)
0.29247124712471245,(0.02494036034+0.1326483786j),(0.02494036034+0.1326483786j)
0.29427042704270423,(0.09549271315+0.1175456867j),(0.09549271315+0.1175456867j)
0.29606960696069606,(0.1478035748+0.0673128739j),(0.1478035748+0.0673128739j)
0.29786878687868784,(0.1676749289-0.001825490152j),(0.1676749289-0.001825490152j)
0.2996679667966797,(0.1510537118-0.07017443329j),(0.1510537118-0.07017443329j)
0.30146714671467145,(0.1050269604-0.1194037944j),(0.1050269604-0.1194037944j)
0.30326632663266323,(0.04512562603-0.1396168619j),(0.04512562603-0.1396168619j)
0.30506550655065506,(-0.01192412339-0.1303782463j),(-0.01192412339-0.1303782463j)
0.30686468646864684,(-0.05400367826-0.1010644734j),(-0.05400367826-0.1010644734j)
0.3086638663866386,(-0.07745440304-0.06270088255j),(-0.07745440304-0.06270088255j)
0.31046304630463045,(-0.0847735554-0.02468244359j),(-0.0847735554-0.02468244359j)
0.31226222622262223,(-0.08181042224+0.01124285813j),(-0.08181042224+0.01124285813j)
0.314061406140614,(-0.06904785335+0.04533822089j),(-0.06904785335+0.04533822089j)
0.31586058605860584,(-0.04107365757+0.07716314495j),(-0.04107365757+0.07716314495j)
0.3176597659765977,(0.005135721527+0.09486789256j),(0.005135721527+0.09486789256j)
0.3194589458945894,(0.0606489107+0.0824829638j),(0.0606489107+0.0824829638j)
0.32125812581258123,(0.1012646332+0.03298402578j),(0.1012646332+0.03298402578j)
0.32305730573057306,(0.09927750379-0.03736364841j),(0.09927750379-0.03736364841j)
0.32485648564856484,(0.04546866938-0.09202145785j),(0.04546866938-0.09202145785j)
0.3266556655665566,(-0.03760643303-0.0958134234j),(-0.03760643303-0.0958134234j)
0.32845484548454845,(-0.107184343-0.03805917874j),(-0.107184343-0.03805917874j)
0.33025402540254023,(-0.124288924+0.05785281211j),(-0.124288924+0.05785281211j)
0.332053205320532,(-0.07536422461+0.14973104j),(-0.07536422461+0.14973104j)
0.33385238523852384,(0.02400260232+0.1967834681j),(0.02400260232+0.1967834681j)
0.3356515651565157,(0.1367391497+0.178398639j),(0.1367391497+0.178398639j)
0.3374507450745074,(0.2224529088+0.09904162586j),(0.2224529088+0.09904162586j)
0.33924992499249923,(0.2534197867-0.01442455687j),(0.2534197867-0.01442455687j)
0.34104910491049106,(0.2205707133-0.1275507659j),(0.2205707133-0.1275507659j)
0.3428482848284828,(0.1356868148-0.2064372003j),(0.1356868148-0.2064372003j)
0.3446474647464746,(0.02469105087-0.2304373831j),(0.02469105087-0.2304373831j)
0.34644664466446645,(-0.07843955606-0.1948394626j),(-0.07843955606-0.1948394626j)
0.3482458245824582,(-0.1446621567-0.1146242991j),(-0.1446621567-0.1146242991j)
0.35004500450045,(-0.1563563198-0.01756997593j),(-0.1563563198-0.01756997593j)
0.35184418441844184,(-0.1163659319+0.06325913221j),(-0.1163659319+0.06325913221j)
0.3536433643364337,(-0.04323786125+0.1040102541j),(-0.04323786125+0.1040102541j)
0.3554425442544254,(0.03341531754+0.09454282373j),(0.03341531754+0.09454282373j)
0.35724172417241723,(0.08487826586+0.04419323429j),(0.08487826586+0.04419323429j)
0.35904090409040906,(0.09382629395-0.02479406074j),(0.09382629395-0.02479406074j)
0.3608400840084008,(0.05815888569-0.08362148702j),(0.05815888569-0.08362148702j)
0.3626392639263926,(-0.007436528802-0.1097707599j),(-0.007436528802-0.1097707599j)
0.36443844384438445,(-0.07828333974-0.09184420854j),(-0.07828333974-0.09184420854j)
0.3662376237623762,(-0.129869163-0.0342768915j),(-0.129869163-0.0342768915j)
0.368036803680368,(-0.1422597915+0.04465560243j),(-0.1422597915+0.04465560243j)
0.36983598359835984,(-0.1106131002+0.1210465655j),(-0.1106131002+0.1210465655j)
0.3716351635163516,(-0.04405612871+0.1719433367j),(-0.04405612871+0.1719433367j)
0.3734343434343434,(0.03908446431+0.1835392267j),(0.03908446431+0.1835392267j)
0.37523352335233523,(0.1161714345+0.153527081j),(0.1161714345+0.153527081j)
0.377032703270327,(0.1679071635+0.09263407439j),(0.1679071635+0.09263407439j)
0.3788318831883188,(0.1831529737+0.01813847758j),(0.1831529737+0.01813847758j)
0.3806310631063106,(0.1622615755-0.04976092651j),(0.1622615755-0.04976092651j)
0.3824302430243024,(0.1156783029-0.09439729899j),(0.1156783029-0.09439729899j)
0.3842294229422942,(0.05970622599-0.108370848j),(0.05970622599-0.108370848j)
0.386028602860286,(0.01239847578-0.09348868579j),(0.01239847578-0.09348868579j)
0.38782778277827784,(-0.01392362732-0.06131260097j),(-0.01392362732-0.06131260097j)
0.3896269626962696,(-0.01604045741-0.0274143815j),(-0.01604045741-0.0274143815j)
0.3914261426142614,(0.0008952891221-0.005643495824j),(0.0008952891221-0.005643495824j)
0.39322532253225323,(0.02432722412-0.003208369249j),(0.02432722412-0.003208369249j)
0.395024502450245,(0.04103457555-0.01920528524j),(0.04103457555-0.01920528524j)
0.3968236823682368,(0.04147266969-0.04458234087j),(0.04147266969-0.04458234087j)
0.3986228622862286,(0.02298364416-0.06744612753j),(0.02298364416-0.06744612753j)
0.4004220422042204,(-0.008433720097-0.0762463361j),(-0.008433720097-0.0762463361j)
0.4022212221222122,(-0.04330762103-0.06575391442j),(-0.04330762103-0.06575391442j)
0.404020402040204,(-0.06925306469-0.03725299239j),(-0.06925306469-0.03725299239j)
0.4058195819581958,(-0.07787095755+0.001525251893j),(-0.07787095755+0.001525251893j)
0.4076187618761876,(-0.06668619812+0.03934167325j),(-0.06668619812+0.03934167325j)
0.4094179417941794,(-0.03948240355+0.06576660275j),(-0.03948240355+0.06576660275j)
0.4112171217121712,(-0.009091602638+0.07709658146j),(-0.009091602638+0.07709658146j)
0.413016301630163,(0.02199831605+0.06933423132j),(0.02199831605+0.06933423132j)
0.4148154815481548,(0.04142221063+0.05126948282j),(0.04142221063+0.05126948282j)
0.41661466146614656,(0.04726415873+0.03209651262j),(0.04726415873+0.03209651262j)
0.4184138413841384,(0.04288648441+0.01995100081j),(0.04288648441+0.01995100081j)
0.4202130213021302,(0.03578844666+0.01913096011j),(0.03578844666+0.01913096011j)
0.422012201220122,(0.03527096286+0.02765536867j),(0.03527096286+0.02765536867j)
0.4238113811381138,(0.04743622988+0.03800515085j),(0.04743622988+0.03800515085j)
0.4256105610561056,(0.07155311108+0.04045077041j),(0.07155311108+0.04045077041j)
0.4274097409740974,(0.1012467816+0.02607013471j),(0.1012467816+0.02607013471j)
0.4292089208920892,(0.1251475215-0.007063860539j),(0.1251475215-0.007063860539j)
0.431008100810081,(0.1320477128-0.05481878668j),(0.1320477128-0.05481878668j)
0.4328072807280728,(0.1139937937-0.1067980826j),(0.1139937937-0.1067980826j)
0.43460646064606456,(0.0708373189-0.1483724713j),(0.0708373189-0.1483724713j)
0.4364056405640564,(0.00948718749-0.1674383879j),(0.00948718749-0.1674383879j)
0.4382048204820482,(-0.05681562051-0.1565593183j),(-0.05681562051-0.1565593183j)
0.44000400040003995,(-0.116165109-0.1150636077j),(-0.116165109-0.1150636077j)
0.4418031803180318,(-0.1460056454-0.0546765402j),(-0.1460056454-0.0546765402j)
0.4436023602360236,(-0.1445457786+0.01159623358j),(-0.1445457786+0.01159623358j)
0.44540154015401534,(-0.1131864488+0.06683478504j),(-0.1131864488+0.06683478504j)
0.4472007200720072,(-0.0625436455+0.09821225703j),(-0.0625436455+0.09821225703j)
0.448999899989999,(-0.008480553515+0.1000586003j),(-0.008480553515+0.1000586003j)
0.45079907990799073,(0.03287940472+0.07654867321j),(0.03287940472+0.07654867321j)
0.45259825982598256,(0.05027641356+0.03948057815j),(0.05027641356+0.03948057815j)
0.4543974397439744,(0.04130775481+0.005147663876j),(0.04130775481+0.005147663876j)
0.4561966196619661,(0.01364976261-0.01155340951j),(0.01364976261-0.01155340951j)
0.45799579957995795,(-0.01791162975-0.003066730686j),(-0.01791162975-0.003066730686j)
0.4597949794979498,(-0.03713560477+0.02824560925j),(-0.03713560477+0.02824560925j)
